Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Full_name
EMP1040,Bob,WILLIAMS,25.0,sales-new york,Pending,2021-06-27,59271.96,bob.williams@example.com,-4386490809,Excellent,True,Bob WILLIAMS
EMP1041,Bob,DAVIS,30.0,hr-california,Active,2022-06-16,108362.15,bob.davis@example.com,-8186617944,Excellent,False,Bob DAVIS
EMP1045,Alice,BROWN,25.0,hr-new york,Pending,2021-06-20,61310.74,alice.brown@example.com,-61027768,Average,True,Alice BROWN
EMP1047,Alice,DAVIS,35.0,sales-illinois,Active,2022-05-30,58921.19,alice.davis@example.com,-310303722,Average,True,Alice DAVIS
EMP1048,Alice,MILLER,35.0,admin-nevada,Active,2023-09-27,57195.55,alice.miller@example.com,-6831472759,Excellent,False,Alice MILLER
EMP1050,Charlie,DAVIS,40.0,cloud tech-new york,Pending,2021-11-11,104767.05,charlie.davis@example.com,-3496050165,Excellent,False,Charlie DAVIS
EMP1051,David,MILLER,35.0,admin-nevada,Active,2022-02-22,111051.67,david.miller@example.com,-7998407677,Good,False,David MILLER
EMP1052,David,WILLIAMS,30.0,finance-california,Inactive,2024-08-07,105674.18,david.williams@example.com,-9973080694,Good,False,David WILLIAMS
EMP1053,Alice,BROWN,30.0,finance-california,Inactive,2024-11-05,54859.45,alice.brown@example.com,-8146717956,Average,False,Alice BROWN
EMP1055,Eva,BROWN,30.0,sales-california,Active,2020-08-10,91759.99,eva.brown@example.com,-3959724664,Excellent,True,Eva BROWN
EMP1056,Frank,GARCIA,40.0,sales-illinois,Active,2022-02-27,112965.33,frank.garcia@example.com,-7293417222,Good,False,Frank GARCIA
EMP1057,Alice,SMITH,40.0,cloud tech-illinois,Pending,2023-11-07,100360.1,alice.smith@example.com,-2971674337,Excellent,False,Alice SMITH
EMP1058,David,WILLIAMS,35.0,finance-texas,Pending,2021-11-07,93620.88,david.williams@example.com,-54522800,Good,False,David WILLIAMS
EMP1059,Bob,JONES,35.0,sales-california,Pending,2022-04-16,72832.8,bob.jones@example.com,-5619318373,Excellent,True,Bob JONES
EMP1060,Charlie,WILLIAMS,30.0,finance-nevada,Inactive,2023-10-19,102369.42,charlie.williams@example.com,-5508428909,Average,True,Charlie WILLIAMS
EMP1061,Eva,DAVIS,40.0,sales-texas,Inactive,2021-08-10,64712.79,eva.davis@example.com,-7711991807,Excellent,True,Eva DAVIS
EMP1062,Frank,JONES,40.0,finance-florida,Pending,2021-03-13,85782.18,frank.jones@example.com,-1213524786,Excellent,True,Frank JONES
EMP1063,Charlie,SMITH,25.0,hr-illinois,Pending,2023-07-20,93348.26,charlie.smith@example.com,-1255213759,Poor,False,Charlie SMITH
EMP1064,David,DAVIS,35.0,admin-new york,Active,2020-02-20,53234.96,david.davis@example.com,-3754821455,Good,False,David DAVIS
EMP1065,Bob,JOHNSON,40.0,finance-nevada,Pending,2021-02-02,100284.21,bob.johnson@example.com,-5328632665,Excellent,False,Bob JOHNSON
EMP1066,Grace,BROWN,30.0,admin-nevada,Pending,2020-01-12,112486.19,grace.brown@example.com,-7850720810,Excellent,True,Grace BROWN
EMP1067,Bob,SMITH,40.0,admin-new york,Pending,2022-11-26,82518.49,bob.smith@example.com,-5562606028,Poor,True,Bob SMITH
EMP1068,Bob,BROWN,40.0,admin-florida,Pending,2022-12-23,119152.47,bob.brown@example.com,-846684549,Poor,True,Bob BROWN
EMP1070,Charlie,JOHNSON,40.0,finance-california,Active,2024-09-16,94636.3,charlie.johnson@example.com,-7563410855,Poor,False,Charlie JOHNSON
EMP1071,Heidi,JOHNSON,30.0,hr-florida,Active,2024-01-01,70000.97,heidi.johnson@example.com,-2884318847,Average,True,Heidi JOHNSON
EMP1073,David,JOHNSON,25.0,finance-florida,Inactive,2023-01-16,82614.7,david.johnson@example.com,-8105485100,Average,True,David JOHNSON
EMP1074,Grace,JONES,40.0,sales-nevada,Active,2024-10-20,111645.97,grace.jones@example.com,-7490753997,Good,True,Grace JONES
EMP1075,Heidi,JOHNSON,25.0,hr-california,Inactive,2024-10-13,112414.91,heidi.johnson@example.com,-9354492682,Good,False,Heidi JOHNSON
EMP1076,David,BROWN,40.0,admin-california,Inactive,2022-09-21,52031.74,david.brown@example.com,-1589357125,Good,True,David BROWN
EMP1077,Grace,BROWN,30.0,finance-new york,Pending,2022-12-29,51887.65,grace.brown@example.com,-6110627370,Good,False,Grace BROWN
EMP1078,Alice,DAVIS,25.0,devops-florida,Active,2024-11-10,82318.89,alice.davis@example.com,-5869886496,Good,True,Alice DAVIS
EMP1079,Grace,BROWN,35.0,admin-florida,Inactive,2021-11-22,103286.08,grace.brown@example.com,-6776228276,Average,False,Grace BROWN
EMP1080,Grace,DAVIS,35.0,cloud tech-florida,Active,2024-03-14,87759.33,grace.davis@example.com,-2881377027,Average,False,Grace DAVIS
EMP1081,Frank,BROWN,30.0,devops-texas,Pending,2020-03-23,102796.32,frank.brown@example.com,-5196115939,Good,False,Frank BROWN
EMP1082,David,JONES,25.0,sales-new york,Active,2020-09-15,83149.27,david.jones@example.com,-8215454469,Poor,True,David JONES
EMP1083,David,GARCIA,40.0,devops-california,Inactive,2020-12-09,92412.49,david.garcia@example.com,-2296044326,Excellent,True,David GARCIA
EMP1084,Bob,DAVIS,30.0,hr-texas,Pending,2020-02-22,115022.1,bob.davis@example.com,-185106793,Good,False,Bob DAVIS
EMP1085,Grace,WILLIAMS,40.0,devops-new york,Active,2023-04-27,98343.01,grace.williams@example.com,-9756792286,Poor,False,Grace WILLIAMS
EMP1086,Bob,MILLER,35.0,devops-illinois,Active,2024-06-18,118869.1,bob.miller@example.com,-7725199662,Excellent,True,Bob MILLER
EMP1088,Grace,BROWN,40.0,cloud tech-florida,Inactive,2023-07-25,112410.25,grace.brown@example.com,-4818139889,Good,True,Grace BROWN
EMP1089,Charlie,JOHNSON,40.0,admin-nevada,Pending,2023-08-25,68905.77,charlie.johnson@example.com,-9837801819,Average,False,Charlie JOHNSON
EMP1090,Heidi,GARCIA,40.0,finance-nevada,Pending,2021-07-03,72561.32,heidi.garcia@example.com,-4339718955,Excellent,True,Heidi GARCIA
EMP1091,Bob,BROWN,35.0,finance-new york,Inactive,2023-03-13,92723.22,bob.brown@example.com,-9070562607,Excellent,True,Bob BROWN
EMP1092,Alice,JOHNSON,40.0,hr-new york,Inactive,2021-03-10,74837.75,alice.johnson@example.com,-5641118241,Poor,False,Alice JOHNSON
EMP1094,David,MILLER,40.0,finance-illinois,Active,2023-11-15,83326.52,david.miller@example.com,-2004615264,Average,True,David MILLER
EMP1095,Heidi,MILLER,25.0,cloud tech-california,Active,2022-04-08,98425.1,heidi.miller@example.com,-4610339936,Average,True,Heidi MILLER
EMP1096,Frank,JOHNSON,40.0,sales-illinois,Inactive,2022-05-21,119764.2,frank.johnson@example.com,-8861405785,Average,False,Frank JOHNSON
EMP1097,Frank,BROWN,40.0,hr-california,Inactive,2021-04-17,58445.91,frank.brown@example.com,-1706304890,Excellent,False,Frank BROWN
EMP1100,Charlie,DAVIS,35.0,cloud tech-texas,Pending,2021-08-21,98819.22,charlie.davis@example.com,-794200748,Good,False,Charlie DAVIS
EMP1101,Heidi,JOHNSON,25.0,cloud tech-illinois,Inactive,2022-08-19,83509.99,heidi.johnson@example.com,-4653984027,Average,False,Heidi JOHNSON
EMP1102,Alice,JOHNSON,35.0,finance-texas,Active,2022-03-31,84422.26,alice.johnson@example.com,-9141612845,Average,False,Alice JOHNSON
EMP1103,Alice,BROWN,30.0,admin-illinois,Inactive,2020-06-23,119574.27,alice.brown@example.com,-3985547434,Average,True,Alice BROWN
EMP1105,Heidi,JOHNSON,35.0,sales-florida,Inactive,2023-03-10,93471.91,heidi.johnson@example.com,-26876810,Poor,False,Heidi JOHNSON
EMP1106,Bob,MILLER,30.0,devops-new york,Inactive,2023-09-14,55683.12,bob.miller@example.com,-8071569561,Poor,True,Bob MILLER
EMP1107,Bob,BROWN,30.0,cloud tech-florida,Inactive,2023-11-12,91566.78,bob.brown@example.com,-175370303,Good,True,Bob BROWN
EMP1108,David,MILLER,35.0,devops-california,Pending,2024-10-26,81782.19,david.miller@example.com,-5319433749,Good,False,David MILLER
EMP1110,Eva,GARCIA,30.0,cloud tech-texas,Active,2024-06-11,71532.83,eva.garcia@example.com,-8728399920,Good,True,Eva GARCIA
EMP1111,Eva,DAVIS,40.0,cloud tech-florida,Pending,2021-09-14,98981.36,eva.davis@example.com,-9212493842,Good,True,Eva DAVIS
EMP1112,Heidi,GARCIA,40.0,cloud tech-illinois,Active,2024-12-26,80242.01,heidi.garcia@example.com,-894870604,Good,True,Heidi GARCIA
EMP1113,Eva,MILLER,25.0,cloud tech-new york,Pending,2024-09-08,110236.18,eva.miller@example.com,-6641877579,Average,True,Eva MILLER
EMP1114,Alice,DAVIS,35.0,sales-texas,Active,2022-08-21,86327.47,alice.davis@example.com,-3046875062,Average,False,Alice DAVIS
EMP1115,Eva,BROWN,30.0,sales-florida,Pending,2024-07-25,84420.81,eva.brown@example.com,-5190361331,Average,False,Eva BROWN
EMP1116,Frank,SMITH,40.0,hr-california,Pending,2020-08-02,110041.32,frank.smith@example.com,-5411076094,Average,False,Frank SMITH
EMP1117,Heidi,MILLER,35.0,devops-florida,Pending,2020-03-16,81837.81,heidi.miller@example.com,-4317350582,Good,True,Heidi MILLER
EMP1118,Frank,GARCIA,25.0,finance-illinois,Active,2023-09-08,110855.72,frank.garcia@example.com,-1997179109,Poor,False,Frank GARCIA
EMP1119,Alice,JONES,30.0,sales-california,Pending,2024-03-29,84894.52,alice.jones@example.com,-651207048,Excellent,True,Alice JONES
EMP1120,Alice,GARCIA,30.0,hr-illinois,Active,2021-08-12,80668.13,alice.garcia@example.com,-6110804660,Good,True,Alice GARCIA
EMP1121,Bob,JONES,25.0,devops-illinois,Active,2023-12-24,61086.47,bob.jones@example.com,-9639907675,Excellent,True,Bob JONES
EMP1122,Grace,JOHNSON,25.0,admin-texas,Inactive,2020-08-28,95339.68,grace.johnson@example.com,-9915078592,Poor,True,Grace JOHNSON
EMP1125,Bob,GARCIA,35.0,finance-california,Pending,2021-07-01,107438.46,bob.garcia@example.com,-249685497,Good,True,Bob GARCIA
EMP1127,Frank,SMITH,35.0,sales-illinois,Inactive,2022-07-21,115299.66,frank.smith@example.com,-9203880652,Good,True,Frank SMITH
EMP1129,Grace,BROWN,40.0,devops-nevada,Active,2022-10-11,117537.71,grace.brown@example.com,-9594652169,Excellent,False,Grace BROWN
EMP1130,Frank,BROWN,25.0,finance-texas,Pending,2022-07-24,51074.33,frank.brown@example.com,-7303379336,Excellent,True,Frank BROWN
EMP1131,Charlie,JONES,25.0,finance-california,Inactive,2023-06-30,98489.32,charlie.jones@example.com,-5636205014,Excellent,False,Charlie JONES
EMP1134,Bob,DAVIS,40.0,cloud tech-nevada,Pending,2024-11-22,57035.51,bob.davis@example.com,-3230241025,Poor,True,Bob DAVIS
EMP1135,Eva,JONES,25.0,cloud tech-california,Active,2021-08-23,75092.43,eva.jones@example.com,-1534735527,Excellent,True,Eva JONES
EMP1138,Eva,DAVIS,40.0,hr-nevada,Active,2024-07-05,82567.73,eva.davis@example.com,-4253042896,Poor,True,Eva DAVIS
EMP1139,Charlie,SMITH,25.0,finance-california,Pending,2021-09-04,94725.71,charlie.smith@example.com,-3179128684,Poor,False,Charlie SMITH
EMP1140,Eva,GARCIA,40.0,hr-new york,Inactive,2024-10-13,83824.56,eva.garcia@example.com,-7872558776,Poor,False,Eva GARCIA
EMP1142,Eva,BROWN,25.0,sales-nevada,Pending,2020-04-10,113743.19,eva.brown@example.com,-6346692547,Good,True,Eva BROWN
EMP1143,Eva,GARCIA,30.0,sales-california,Active,2023-07-27,63309.24,eva.garcia@example.com,-1214785389,Good,False,Eva GARCIA
EMP1144,Charlie,GARCIA,25.0,devops-nevada,Active,2021-09-24,105202.73,charlie.garcia@example.com,-7895677664,Excellent,True,Charlie GARCIA
EMP1145,Frank,DAVIS,30.0,cloud tech-california,Inactive,2024-03-10,79085.22,frank.davis@example.com,-7546027340,Good,True,Frank DAVIS
EMP1147,Eva,WILLIAMS,35.0,cloud tech-florida,Active,2020-10-15,102790.6,eva.williams@example.com,-1150835353,Good,False,Eva WILLIAMS
EMP1149,Frank,GARCIA,35.0,sales-florida,Pending,2022-01-30,57584.23,frank.garcia@example.com,-5669078262,Average,True,Frank GARCIA
EMP1151,Heidi,WILLIAMS,35.0,devops-florida,Active,2020-10-13,53174.28,heidi.williams@example.com,-1536637779,Average,True,Heidi WILLIAMS
EMP1152,Heidi,SMITH,25.0,cloud tech-new york,Pending,2020-10-04,77205.21,heidi.smith@example.com,-5292407552,Average,False,Heidi SMITH
EMP1155,David,JOHNSON,35.0,cloud tech-nevada,Inactive,2023-01-20,113118.73,david.johnson@example.com,-6186371596,Average,False,David JOHNSON
EMP1156,Alice,DAVIS,40.0,hr-new york,Active,2024-10-02,107693.38,alice.davis@example.com,-4121820969,Average,True,Alice DAVIS
EMP1158,David,SMITH,25.0,sales-new york,Pending,2021-03-18,106913.71,david.smith@example.com,-7058025661,Average,False,David SMITH
EMP1160,Bob,DAVIS,25.0,admin-texas,Inactive,2024-06-05,105190.21,bob.davis@example.com,-4672994937,Good,True,Bob DAVIS
EMP1161,Alice,SMITH,30.0,hr-texas,Active,2024-02-28,79467.24,alice.smith@example.com,-7430271692,Poor,False,Alice SMITH
EMP1162,Bob,GARCIA,40.0,finance-california,Pending,2023-04-30,57633.78,bob.garcia@example.com,-8597779013,Poor,True,Bob GARCIA
EMP1164,Grace,JOHNSON,40.0,devops-texas,Inactive,2023-12-29,113679.06,grace.johnson@example.com,-6762916031,Poor,True,Grace JOHNSON
EMP1165,Bob,SMITH,35.0,sales-new york,Active,2020-09-15,69251.12,bob.smith@example.com,-4841376814,Poor,True,Bob SMITH
EMP1166,Frank,GARCIA,40.0,sales-illinois,Inactive,2022-07-18,85388.58,frank.garcia@example.com,-1185672437,Poor,True,Frank GARCIA
EMP1168,Heidi,DAVIS,40.0,finance-nevada,Active,2021-10-02,79873.48,heidi.davis@example.com,-41257770,Average,False,Heidi DAVIS
EMP1169,Frank,MILLER,30.0,devops-florida,Active,2020-07-05,108224.03,frank.miller@example.com,-1837274219,Poor,True,Frank MILLER
EMP1170,Bob,GARCIA,35.0,admin-illinois,Active,2023-04-16,116963.72,bob.garcia@example.com,-9124186209,Average,True,Bob GARCIA
EMP1171,Bob,JONES,40.0,hr-nevada,Inactive,2024-11-12,114109.06,bob.jones@example.com,-4275230836,Average,True,Bob JONES
EMP1173,Heidi,BROWN,30.0,cloud tech-california,Pending,2022-01-22,58041.97,heidi.brown@example.com,-6335331059,Poor,True,Heidi BROWN
EMP1174,David,GARCIA,40.0,sales-illinois,Pending,2023-10-14,94988.94,david.garcia@example.com,-531312205,Good,False,David GARCIA
EMP1175,Eva,MILLER,25.0,admin-california,Pending,2024-04-10,71628.93,eva.miller@example.com,-8155839385,Excellent,False,Eva MILLER
EMP1176,Alice,WILLIAMS,30.0,admin-illinois,Pending,2022-03-31,54870.98,alice.williams@example.com,-6133155205,Good,False,Alice WILLIAMS
EMP1177,Alice,WILLIAMS,25.0,devops-illinois,Active,2022-02-09,79388.27,alice.williams@example.com,-5063731494,Average,True,Alice WILLIAMS
EMP1178,Frank,SMITH,35.0,devops-california,Pending,2023-05-06,55946.99,frank.smith@example.com,-136497188,Average,False,Frank SMITH
EMP1180,Heidi,JONES,40.0,hr-new york,Pending,2020-08-21,74162.1,heidi.jones@example.com,-7150997682,Excellent,False,Heidi JONES
EMP1182,Alice,MILLER,30.0,hr-new york,Active,2024-04-14,67886.37,alice.miller@example.com,-3910257431,Poor,False,Alice MILLER
EMP1183,Alice,WILLIAMS,40.0,devops-florida,Active,2020-09-21,76614.52,alice.williams@example.com,-6303975244,Good,True,Alice WILLIAMS
EMP1184,Frank,SMITH,25.0,finance-nevada,Active,2022-06-12,51311.91,frank.smith@example.com,-864035532,Excellent,False,Frank SMITH
EMP1186,Grace,JOHNSON,25.0,hr-new york,Pending,2022-07-31,108241.81,grace.johnson@example.com,-171302320,Excellent,True,Grace JOHNSON
EMP1187,Bob,DAVIS,40.0,cloud tech-new york,Inactive,2023-04-21,78031.49,bob.davis@example.com,-2983381673,Good,True,Bob DAVIS
EMP1188,Eva,DAVIS,35.0,admin-california,Active,2020-06-05,85733.83,eva.davis@example.com,-2336293448,Excellent,True,Eva DAVIS
EMP1189,David,MILLER,35.0,hr-nevada,Pending,2024-07-27,60338.29,david.miller@example.com,-7347156626,Excellent,False,David MILLER
EMP1190,Eva,DAVIS,30.0,admin-illinois,Active,2024-04-05,103140.67,eva.davis@example.com,-7689627065,Excellent,False,Eva DAVIS
EMP1191,Heidi,WILLIAMS,40.0,sales-illinois,Inactive,2023-10-26,114690.8,heidi.williams@example.com,-1498282466,Poor,True,Heidi WILLIAMS
EMP1192,Frank,SMITH,35.0,admin-florida,Active,2022-08-18,80954.56,frank.smith@example.com,-4746897151,Good,False,Frank SMITH
EMP1194,Alice,DAVIS,35.0,hr-texas,Pending,2024-11-04,118415.8,alice.davis@example.com,-6656749159,Good,True,Alice DAVIS
EMP1195,Grace,JOHNSON,40.0,sales-illinois,Pending,2020-03-25,81481.36,grace.johnson@example.com,-1692364586,Excellent,False,Grace JOHNSON
EMP1196,David,JOHNSON,35.0,sales-florida,Pending,2020-11-04,117040.57,david.johnson@example.com,-5066337049,Good,True,David JOHNSON
EMP1197,Frank,BROWN,25.0,sales-nevada,Active,2020-03-21,67342.06,frank.brown@example.com,-2497243991,Good,True,Frank BROWN
EMP1199,Grace,WILLIAMS,35.0,devops-illinois,Active,2024-06-04,94162.06,grace.williams@example.com,-2644886945,Average,True,Grace WILLIAMS
EMP1200,Frank,DAVIS,25.0,sales-nevada,Inactive,2021-08-04,67639.7,frank.davis@example.com,-1195243639,Excellent,True,Frank DAVIS
EMP1201,Charlie,GARCIA,35.0,cloud tech-illinois,Pending,2020-10-16,114172.25,charlie.garcia@example.com,-2701168645,Good,True,Charlie GARCIA
EMP1202,Grace,DAVIS,30.0,sales-nevada,Active,2021-09-26,89124.54,grace.davis@example.com,-2252237280,Excellent,True,Grace DAVIS
EMP1203,Frank,SMITH,30.0,devops-nevada,Pending,2023-11-04,113871.36,frank.smith@example.com,-7932302345,Average,False,Frank SMITH
EMP1205,Heidi,JONES,30.0,admin-new york,Active,2020-06-07,70705.45,heidi.jones@example.com,-1509377099,Good,False,Heidi JONES
EMP1206,Alice,GARCIA,35.0,sales-new york,Pending,2022-02-10,60797.69,alice.garcia@example.com,-4090138068,Average,True,Alice GARCIA
EMP1207,Charlie,BROWN,40.0,cloud tech-florida,Inactive,2023-10-17,100371.0,charlie.brown@example.com,-8477596554,Poor,True,Charlie BROWN
EMP1208,Eva,MILLER,40.0,admin-illinois,Active,2021-09-25,117591.76,eva.miller@example.com,-5356690550,Good,False,Eva MILLER
EMP1209,David,JONES,35.0,devops-illinois,Inactive,2022-08-03,103860.7,david.jones@example.com,-762091842,Average,True,David JONES
EMP1210,Grace,DAVIS,30.0,admin-illinois,Active,2024-11-22,67500.22,grace.davis@example.com,-5797863049,Average,True,Grace DAVIS
EMP1212,Charlie,JONES,35.0,finance-illinois,Active,2024-08-28,80623.08,charlie.jones@example.com,-5671649327,Excellent,True,Charlie JONES
EMP1213,David,DAVIS,40.0,hr-texas,Inactive,2020-04-19,77751.78,david.davis@example.com,-9802714871,Excellent,False,David DAVIS
EMP1214,Grace,WILLIAMS,25.0,hr-new york,Active,2021-10-14,115157.81,grace.williams@example.com,-7178333210,Good,False,Grace WILLIAMS
EMP1215,Frank,JONES,30.0,admin-texas,Inactive,2024-08-26,83071.85,frank.jones@example.com,-6025643470,Poor,False,Frank JONES
EMP1216,Heidi,BROWN,40.0,sales-texas,Active,2020-02-08,67914.67,heidi.brown@example.com,-2871539914,Excellent,True,Heidi BROWN
EMP1217,Grace,JONES,25.0,hr-new york,Inactive,2020-09-06,53342.46,grace.jones@example.com,-6686334140,Poor,False,Grace JONES
EMP1218,Heidi,GARCIA,25.0,cloud tech-florida,Pending,2023-01-02,51150.47,heidi.garcia@example.com,-1159319524,Excellent,False,Heidi GARCIA
EMP1219,David,DAVIS,30.0,hr-florida,Active,2023-06-13,74697.12,david.davis@example.com,-6904098365,Average,True,David DAVIS
EMP1220,Charlie,WILLIAMS,25.0,sales-california,Active,2022-12-13,88085.74,charlie.williams@example.com,-5528993159,Excellent,True,Charlie WILLIAMS
EMP1221,Alice,WILLIAMS,40.0,finance-texas,Pending,2022-03-03,118672.76,alice.williams@example.com,-8752437728,Poor,False,Alice WILLIAMS
EMP1222,Alice,MILLER,35.0,cloud tech-california,Active,2024-02-10,95997.31,alice.miller@example.com,-4209548148,Average,False,Alice MILLER
EMP1223,Frank,BROWN,30.0,cloud tech-california,Pending,2021-11-24,106945.62,frank.brown@example.com,-7374605232,Average,False,Frank BROWN
EMP1224,Heidi,JOHNSON,40.0,devops-new york,Active,2020-05-09,100123.15,heidi.johnson@example.com,-276420864,Average,False,Heidi JOHNSON
EMP1225,Alice,JOHNSON,35.0,admin-texas,Active,2024-12-19,52933.42,alice.johnson@example.com,-6756618442,Poor,True,Alice JOHNSON
EMP1227,Alice,MILLER,35.0,hr-texas,Inactive,2022-06-13,112264.06,alice.miller@example.com,-9277423329,Good,False,Alice MILLER
EMP1228,Grace,SMITH,35.0,admin-florida,Pending,2022-10-15,75714.28,grace.smith@example.com,-5912662014,Good,True,Grace SMITH
EMP1229,Eva,JONES,25.0,devops-florida,Active,2022-05-31,92171.73,eva.jones@example.com,-7201859625,Poor,False,Eva JONES
EMP1230,Eva,MILLER,35.0,cloud tech-texas,Inactive,2023-09-15,70694.8,eva.miller@example.com,-3013674925,Average,True,Eva MILLER
EMP1231,Grace,BROWN,30.0,devops-florida,Inactive,2022-07-04,52964.86,grace.brown@example.com,-1764750110,Good,True,Grace BROWN
EMP1233,Grace,BROWN,35.0,sales-nevada,Pending,2020-11-23,116695.26,grace.brown@example.com,-1926764920,Good,False,Grace BROWN
EMP1234,Heidi,BROWN,25.0,admin-texas,Active,2024-05-13,95161.4,heidi.brown@example.com,-5182606887,Excellent,False,Heidi BROWN
EMP1237,Alice,MILLER,30.0,finance-illinois,Inactive,2023-02-24,58243.27,alice.miller@example.com,-2184011844,Average,False,Alice MILLER
EMP1238,Heidi,WILLIAMS,30.0,sales-california,Pending,2022-10-02,64012.48,heidi.williams@example.com,-8260340847,Poor,True,Heidi WILLIAMS
EMP1239,Bob,GARCIA,40.0,admin-nevada,Inactive,2020-06-28,106735.93,bob.garcia@example.com,-7297585987,Average,True,Bob GARCIA
EMP1240,Frank,JOHNSON,35.0,devops-texas,Pending,2023-01-15,70325.36,frank.johnson@example.com,-3103032431,Average,False,Frank JOHNSON
